Company name,LA type,Start date,End date
BRILLIANT BOTON (AUSTRALIA) CONVEYOR SERVICES PTY LTD,Pilbara DAMA,11-Jun-2025,10-Jun-2030
FOLK BEATS ENTERTAINERS PTY LTD,Orana DAMA,11-Jun-2025,10-Jun-2030
DIVYAJYOTI PTY. LTD.,Orana DAMA,11-Jun-2025,10-Jun-2030
P KAUR & S SINGH,Far North Queensland DAMA,11-Jun-2025,10-Jun-2030
DERBY ABORIGINAL HEALTH SERVICE COUNCIL ABORIGINAL CORPORATION,East Kimberley DAMA,11-Jun-2025,10-Jun-2030
SWAN HILL AND REGION PACKING PTY LTD,Industry - Horticulture,10-Jun-2025,09-Jun-2030
ROCCELLA PTY. LTD.,Industry – Premium Dining,10-Jun-2025,09-Jun-2030
Lovesalento Pty Ltd,Orana DAMA,10-Jun-2025,09-Jun-2030
WAT THAI BUDDHARAM INC,Industry - Minister of Religion,06-Jun-2025,05-Jun-2030
P.G BOYD & G.L BOYD,Industry - Dairy,06-Jun-2025,05-Jun-2030
Goldfields ChildCare Centre Inc,Goldfields DAMA,06-Jun-2025,05-Jun-2030
COREXPERT SUPPORT SOLUTIONS PTY LTD,WA DAMA,06-Jun-2025,05-Jun-2030
SIRIBAN NOMINEES PTY LTD,Far North Queensland DAMA,06-Jun-2025,05-Jun-2030
GEOFFREY NATHAN (AUSTRALIA) PTY LTD,Industry - On-Hire,05-Jun-2025,04-Jun-2030
"SMAGH, KULDEEP SINGH",Industry - Horticulture,05-Jun-2025,04-Jun-2030
NEGUS ENTERPRISES PTY LTD,Industry - Dairy,05-Jun-2025,04-Jun-2030
VITAM PTY LTD,Orana DAMA,05-Jun-2025,04-Jun-2030
Pranam & Dhyana Pty Ltd,WA DAMA,04-Jun-2025,03-Jun-2030
ALL RUBBER TMH PTY LTD,South West DAMA,04-Jun-2025,03-Jun-2030
Indigo Empire Pty Ltd,South West DAMA,04-Jun-2025,03-Jun-2030
OHSG Pty Ltd,Pilbara DAMA,04-Jun-2025,03-Jun-2030
KINSFOLK RETAIL PTY LTD,Orana DAMA,04-Jun-2025,03-Jun-2030
mr saigon australia pty ltd,East Kimberley DAMA,04-Jun-2025,03-Jun-2030
Hu Guo Bao En Temple Of Australia Incorporated,Industry - Minister of Religion,03-Jun-2025,02-Jun-2030
KINGDOMCITY AUSTRALIA LIMITED,Industry - Minister of Religion,03-Jun-2025,02-Jun-2030
ATH PTY LTD,Industry - Fishing,03-Jun-2025,02-Jun-2030
IAN D & MICHELLE N CONN,Industry - Dairy,03-Jun-2025,02-Jun-2030
NARAIN TRANSPORT PTY LTD,WA DAMA,03-Jun-2025,02-Jun-2030
Dhanoa Group Pty Ltd,WA DAMA,03-Jun-2025,02-Jun-2030
KRIS - MYA SISTERS PTY LTD,South Australia Regional DAMA,03-Jun-2025,02-Jun-2030
Futuristic Optics Pty Ltd,Orana DAMA,03-Jun-2025,02-Jun-2030
CASELLA WINES PTY. LIMITED,Orana DAMA,03-Jun-2025,02-Jun-2030
Broometown Holdings Pty Ltd,East Kimberley DAMA,03-Jun-2025,02-Jun-2030
Forgeline Pty Ltd,WA DAMA,02-Jun-2025,01-Jun-2030
BLEASDALE VINEYARDS PROPRIETARY LIMITED,South Australia Regional DAMA,02-Jun-2025,01-Jun-2030
YC AUSTRALIA GROUP PTY LTD,South Australia Regional DAMA,02-Jun-2025,01-Jun-2030
Indian Tandoori Albury Wodonga Pty Ltd,Orana DAMA,02-Jun-2025,01-Jun-2030
B & N Enterprise Pty Ltd,Industry - Aged Care,30-May-2025,29-May-2030
C & B LOGISTICS PTY LTD,WA DAMA,30-May-2025,29-May-2030
RED LION EDUCATION PTY LIMITED,South Australia Regional DAMA,30-May-2025,29-May-2030
SBS Conveyor Services Pty Ltd,Pilbara DAMA,30-May-2025,29-May-2030
Port Douglas Steam Train Company Pty Ltd,Far North Queensland DAMA,30-May-2025,29-May-2030
REDSANDS CAMPERS PTY LTD,East Kimberley DAMA,30-May-2025,29-May-2030
Zhilink Pty Ltd,Industry - Horticulture,29-May-2025,28-May-2030
Malwa WA Group Pty Ltd,WA DAMA,29-May-2025,28-May-2030
Fremantle Thai Pty Ltd,WA DAMA,29-May-2025,28-May-2030
CHARLIE SUNSHINE PTY LTD,East Kimberley DAMA,29-May-2025,28-May-2030
DHILLONSFARMS PTY LTD,Industry - Horticulture,28-May-2025,27-May-2030
AW TRADING (AUSTRALIA) PTY LTD,Industry – Premium Dining,28-May-2025,27-May-2030
WINE & DINE AUSTRALIA PTY LIMITED,Industry – Premium Dining,28-May-2025,27-May-2030
MERSEY NOMINEES PTY LTD,Goldfields DAMA,28-May-2025,27-May-2030
SIMRAV TRANSPORT PTY LTD,WA DAMA,28-May-2025,27-May-2030
Hardrok Engineering Pty Ltd,Townsville DAMA,28-May-2025,27-May-2030
Pathibhara Investment Pty Ltd,South Australia Regional DAMA,28-May-2025,27-May-2030
D.T LAWLER & S.P LAWLER,Orana DAMA,28-May-2025,27-May-2030
United Pentecostal Church of Australia Ltd,Industry - Minister of Religion,27-May-2025,26-May-2030
Mures Fishing Pty Ltd,Industry - Fishing,27-May-2025,26-May-2030
Troy & Gabbi Stuart Pty Ltd,Industry - Dairy,27-May-2025,26-May-2030
MINARA RESOURCES PTY LTD,Goldfields DAMA,27-May-2025,26-May-2030
Sydney Services Group Pty Ltd,Industry - On-Hire,26-May-2025,25-May-2030
Narwastu Church Incorporated,Industry - Minister of Religion,26-May-2025,25-May-2030
YOUTH WITH A MISSION TOOWOOMBA INC.,Industry - Minister of Religion,26-May-2025,25-May-2030
J KAUR & I SINGH,Industry - Horticulture,26-May-2025,25-May-2030
NMF Capital Holdings Pty Ltd,Industry – Premium Dining,26-May-2025,25-May-2030
Linkforce Electrical Services Pty Ltd,Goldfields DAMA,26-May-2025,25-May-2030
MAINRO PTY LTD,WA DAMA,26-May-2025,25-May-2030
P Franzinelli & R Franzinelli,WA DAMA,26-May-2025,25-May-2030
F G MCCABE PTY LTD,South Australia Regional DAMA,26-May-2025,25-May-2030
RAM Operations Pty Ltd,Pilbara DAMA,26-May-2025,25-May-2030
Allan's Pool Shop Pty Ltd,Far North Queensland DAMA,26-May-2025,25-May-2030
GRID GROUP PTY LTD,Far North Queensland DAMA,26-May-2025,25-May-2030
SHRI BEEKAWAS MATAJI PTY LTD,Far North Queensland DAMA,26-May-2025,25-May-2030
SHELTERING ARMS WA PTY LTD,WA DAMA,23-May-2025,22-May-2030
Limestone Coast Local Health Network Incorporated,South Australia Regional DAMA,23-May-2025,22-May-2030
GRO EARLY LEARNING PTY LTD,Townsville DAMA,22-May-2025,21-May-2030
Skala Trading Pty Ltd,South Australia Regional DAMA,22-May-2025,21-May-2030
ACAI HUB PTY LTD,Far North Queensland DAMA,22-May-2025,21-May-2030
WESTERN PLAINS PORK PTY LTD,Industry - Pork,21-May-2025,20-May-2030
Munro Geological Services Pty Ltd,Industry - On-Hire,21-May-2025,20-May-2030
MGH EMPLOYMENT AND TRAINING PTY LTD,Industry – Premium Dining,21-May-2025,20-May-2030
Top Hat Liquor Supplies Pty Ltd,Industry – Premium Dining,21-May-2025,20-May-2030
TONY & ELISE HAYES,Industry - Dairy,21-May-2025,20-May-2030
BYRON LODGE PTY LTD,Industry - Dairy,21-May-2025,20-May-2030
HARDI MARKETING PTY. LTD.,South Australia Regional DAMA,21-May-2025,20-May-2030
Great Ocean Road Health,Great South Coast DAMA,21-May-2025,20-May-2030
Djarindjin Aboriginal Corporation,East Kimberley DAMA,21-May-2025,20-May-2030
Julius Pizzeria,Industry – Premium Dining,20-May-2025,19-May-2030
HIRAMATSU PTY LTD,WA DAMA,20-May-2025,19-May-2030
"SUMNER, ANDREW PAUL",Far North Queensland DAMA,20-May-2025,19-May-2030
Antioch Gospel Church Incorporated,Industry - Minister of Religion,19-May-2025,18-May-2030
Kalcare Medical Supplies Pty Ltd,Goldfields DAMA,19-May-2025,18-May-2030
PROJECT OUTBACK DENTAL (POD) PTY LTD,Townsville DAMA,19-May-2025,18-May-2030
I&A PROJECTS PTY LTD,South Australia Regional DAMA,19-May-2025,18-May-2030
BAL LOGISTICS PTY LTD,Orana DAMA,19-May-2025,18-May-2030
8848 DISABILITY SERVICES PTY LTD,Company Specific,19-May-2025,18-May-2030
R VASHIST & V VISHAWJEET,Industry - Horticulture,16-May-2025,15-May-2030
Rose Aged Care Service Pty Ltd,Industry - Aged Care,16-May-2025,15-May-2030
MERTON LIVING LIMITED,Industry - Aged Care,16-May-2025,15-May-2030
Altrad Services Pty Ltd,WA DAMA,16-May-2025,15-May-2030
BYFORD EQUIPMENT PTY. LTD.,Orana DAMA,16-May-2025,15-May-2030
AJ Crestani PTY LTD,Orana DAMA,16-May-2025,15-May-2030
Ford Hospitality Pty Ltd,Orana DAMA,16-May-2025,15-May-2030
Ganpati Dental Pty Ltd,Great South Coast DAMA,16-May-2025,15-May-2030
BROWNPORT ALMONDS PTY LTD,Industry - Horticulture,15-May-2025,14-May-2030
Weicare Pty Ltd,Industry - Aged Care,15-May-2025,14-May-2030
STATEWIDE INDUSTRIAL MAINTENANCE PTY LTD,WA DAMA,15-May-2025,14-May-2030
VIRIDIS AG SERVICES PTY LIMITED,WA DAMA,15-May-2025,14-May-2030
STONE AXE PASTORAL COMPANY PTY LTD,South West DAMA,15-May-2025,14-May-2030
S2 THAI PROJECTS PTY LTD,South Australia Regional DAMA,15-May-2025,14-May-2030
VELOCITY GLOBAL PTY LTD,Orana DAMA,15-May-2025,14-May-2030
MARINA INVESTMENT HOLDINGS PTY LTD,Industry – Premium Dining,14-May-2025,13-May-2030
CUMBEROONA HOLDINGS PTY LIMITED,Industry - Dairy,14-May-2025,13-May-2030
DCMJ Farms Pty Ltd,Industry - Dairy,14-May-2025,13-May-2030
Greenlite Transport Pty Ltd,WA DAMA,14-May-2025,13-May-2030
D AND Y CHILDCARE PTY LTD,Townsville DAMA,14-May-2025,13-May-2030
THE MARGARET RIVER CHOCOLATE COMPANY PTY LTD,South West DAMA,14-May-2025,13-May-2030
RMK GROUPS (AUS) PTY LTD,South Australia Regional DAMA,14-May-2025,13-May-2030
NORTHERN AUSTRALIA HOTELS PTY LTD,East Kimberley DAMA,14-May-2025,13-May-2030
Kabul Cafe Pty Ltd,Skilled Refugee Pilot,13-May-2025,12-May-2030
Frostman Express Pty Ltd,Townsville DAMA,13-May-2025,12-May-2030
Commitment Issues Pty Ltd,South Australia Regional DAMA,13-May-2025,12-May-2030
J.B Goulden & R.B Williams,Orana DAMA,13-May-2025,12-May-2030
MEDLOG REGIONAL PTY LTD,Orana DAMA,13-May-2025,12-May-2030
KRISHA RETAIL PTY. LTD.,Orana DAMA,13-May-2025,12-May-2030
WILLDARBEN FARM PTY LTD,Industry - Dairy,12-May-2025,11-May-2030
NEVLAINE PTY LTD,Industry - Dairy,12-May-2025,11-May-2030
LEO FRANCO MOTORS PTY. LTD.,Orana DAMA,12-May-2025,11-May-2030
Workcon (Qld) Pty Ltd,Industry - On-Hire,09-May-2025,08-May-2030
DOMAIN INTERIORS PTY LTD,WA DAMA,09-May-2025,08-May-2030
M. & I. SAMARAS (NO.1) PTY. LTD. & M. & I. SAMARAS (NO.2) PTY. LTD. & M. & I. SAMARAS (NO.3) PTY. LTD.,South Australia Regional DAMA,09-May-2025,08-May-2030
AIE Engineering and Construction Management Pty Ltd,Pilbara DAMA,09-May-2025,08-May-2030
84 SIKH PTY LTD,Orana DAMA,09-May-2025,08-May-2030
Australian Wildflowers Pty Ltd,Industry - Horticulture,08-May-2025,07-May-2030
Ammawil Pty Ltd,Industry - Dairy,08-May-2025,07-May-2030
Wild Rose Dairies Pty Ltd,Industry - Dairy,08-May-2025,07-May-2030
METRO GLASS PTY LTD,WA DAMA,08-May-2025,07-May-2030
KAV DENTAL PTY LTD,WA DAMA,08-May-2025,07-May-2030
Great West Group PTY LTD,WA DAMA,08-May-2025,07-May-2030
FAVCOTE PTY LIMITED,WA DAMA,08-May-2025,07-May-2030
DELMAR SYSTEMS AUSTRALIA PTY LTD,WA DAMA,08-May-2025,07-May-2030
BREAKFAST CREEK HOLDINGS PTY LTD,WA DAMA,08-May-2025,07-May-2030
PEDLAR PROJECT PTY LTD,Townsville DAMA,08-May-2025,07-May-2030
Online Basket Pty Ltd,South West DAMA,08-May-2025,07-May-2030
DANAZA PTY LTD,Far North Queensland DAMA,08-May-2025,07-May-2030
GESTE PTY LTD,Far North Queensland DAMA,08-May-2025,07-May-2030
Kimberley Aboriginal Medical Services Limited,East Kimberley DAMA,08-May-2025,07-May-2030
SLEEPING BEAUTIES PTY LTD,Company Specific,08-May-2025,07-May-2030
JAY DISABILITY SUPPORT PTY LTD,WA DAMA,28-Aug-2025,28-Aug-2025
Northern Territory Major Events Company Pty Ltd,Northern Territory DAMA,29-Aug-2025,28-Aug-2030
COORABIN PASTORAL PTY LTD,Skilled Refugee Pilot,29-Aug-2025,28-Aug-2030
True Vine Church Incorporated,Industry - Minister of Religion,29-Aug-2025,28-Aug-2030
Jane's Care Pty Ltd,WA DAMA,29-Aug-2025,28-Aug-2030
LAKES ENTRANCE FISHERMEN LIMITED,Industry - Fishing,29-Aug-2025,28-Aug-2030
Moonta Health and Aged Care Service Inc,South Australia Regional DAMA,29-Aug-2025,28-Aug-2030
NAWIRI GROUP PTY LTD,South Australia Regional DAMA,29-Aug-2025,28-Aug-2030
NSW Electricity Networks Operations Pty Limited,Skilled Refugee Pilot,28-Aug-2025,27-Aug-2030
Enable & Connect Disability Services Pty Ltd.,WA DAMA,28-Aug-2025,27-Aug-2030
Boxx Logistics Pty Ltd,WA DAMA,28-Aug-2025,27-Aug-2030
ATTENTIVE CARE PTY LTD,South Australia Regional DAMA,28-Aug-2025,27-Aug-2030
Baaz Heavy Towing WA Pty Ltd,WA DAMA,28-Aug-2025,27-Aug-2030
"MICHAEL MEU HIANG CHAM, SIAO PO CHAM",Townsville DAMA,28-Aug-2025,27-Aug-2030
Guardian Nursing Agency Pty Ltd,WA DAMA,28-Aug-2025,27-Aug-2030
GUERRILLA & CO PTY LTD,Far North Queensland DAMA,28-Aug-2025,27-Aug-2030
WAY OUT BUSH MOBILE STORE PTY LTD,Northern Territory DAMA,28-Aug-2025,27-Aug-2030
Koonambil Aged Care Ltd,Orana DAMA,28-Aug-2025,27-Aug-2030
BROKEN SQUARE PTY LTD,South Australia Regional DAMA,28-Aug-2025,27-Aug-2030
EPIC DISABILITY SERVICES PTY LTD,South Australia Regional DAMA,28-Aug-2025,27-Aug-2030
Bassi care services Pty Ltd,WA DAMA,28-Aug-2025,27-Aug-2030
NT 7 INVESTA GROUP PTY LTD,Northern Territory DAMA,27-Aug-2025,26-Aug-2030
TERRITORY CHILD CARE GROUP INC,Northern Territory DAMA,27-Aug-2025,26-Aug-2030
WEST HOLM FARMING PTY LTD,Industry - Horticulture,27-Aug-2025,26-Aug-2030
PFD FOOD SERVICES PTY LTD,Goldfields DAMA,27-Aug-2025,26-Aug-2030
Anne Grace Chitenderu,Goldfields DAMA,27-Aug-2025,26-Aug-2030
JOT ENTERPRISE PTY LTD,WA DAMA,27-Aug-2025,26-Aug-2030
UTOPIA (NT) PTY LTD,Northern Territory DAMA,27-Aug-2025,26-Aug-2030
JAG ELEVEN PTY LTD,Company Specific,27-Aug-2025,26-Aug-2030
FINNDIAN PTY LTD,South Australia Regional DAMA,27-Aug-2025,26-Aug-2030
R. SHRESTHA PTY LTD,Northern Territory DAMA,26-Aug-2025,25-Aug-2030
TOSUM PTY LTD,Industry - Horticulture,26-Aug-2025,25-Aug-2030
Prok Conveyor Components PTY LTD,WA DAMA,26-Aug-2025,25-Aug-2030
WARREN FRANK DEAN AND MARGARET ROSE DEAN,South West DAMA,25-Aug-2025,24-Aug-2030
Ask Community Support Services Pty Ltd,WA DAMA,25-Aug-2025,24-Aug-2030
TAK PROJECTS PTY LTD,Skilled Refugee Pilot,25-Aug-2025,24-Aug-2030
SAILS LAVENDER BAY PTY LTD,Industry – Premium Dining,25-Aug-2025,24-Aug-2030
ALTRUISTIC NURSING AND CARE PTY LTD,Industry - Aged Care,25-Aug-2025,24-Aug-2030
ELEVEN EASTERN PTY LTD,Industry – Premium Dining,25-Aug-2025,24-Aug-2030
Burgess Earthmoving Pty Ltd,Orana DAMA,25-Aug-2025,24-Aug-2030
AXSA GROUP PTY LTD,Northern Territory DAMA,25-Aug-2025,24-Aug-2030
CRANETRUCKS SA PTY LTD,South Australia Regional DAMA,25-Aug-2025,24-Aug-2030
CLUB EASTSIDE INCORPORATED,Northern Territory DAMA,22-Aug-2025,21-Aug-2030
THYME HOSPITALITY PTY LTD,Northern Territory DAMA,22-Aug-2025,21-Aug-2030
promotor trailers pty ltd,Northern Territory DAMA,22-Aug-2025,21-Aug-2030
R.L. BLAKE PTY LTD,Great South Coast DAMA,22-Aug-2025,21-Aug-2030
RITYTIL PTY LTD,Northern Territory DAMA,22-Aug-2025,21-Aug-2030
Rannee Pty Ltd,Northern Territory DAMA,22-Aug-2025,21-Aug-2030
Bourke & District Children's Services,Orana DAMA,22-Aug-2025,21-Aug-2030
THE TRUSTEE FOR CARMEN PANDOLFO FAMILY TRUST & THE TRUSTEE FOR GARY PANDOLFO FAMILY TRUST,Orana DAMA,22-Aug-2025,21-Aug-2030
BROAD CARE ENTERPRISES PTY LTD,Northern Territory DAMA,22-Aug-2025,21-Aug-2030
DEPARTMENT FOR EDUCATION,South Australia Regional DAMA,22-Aug-2025,21-Aug-2030
PHUC VAN LE,WA DAMA,22-Aug-2025,21-Aug-2030
AMIGOS MEXICAN CANTINA PTY LTD,Northern Territory DAMA,22-Aug-2025,21-Aug-2030
K AND N INVESTMENTS (NT) PTY LTD,Northern Territory DAMA,22-Aug-2025,21-Aug-2030
Ericks and Fredericks International Consulting Pty Ltd,Townsville DAMA,22-Aug-2025,21-Aug-2030
TING FAMILY INVESTMENTS PTY LTD,Northern Territory DAMA,22-Aug-2025,21-Aug-2030
Harlin Nominees Pty Ltd & Moonlite NT Pty Ltd,Northern Territory DAMA,21-Aug-2025,20-Aug-2030
BOUILLON L'ENTRECOTE PTY LTD,Industry – Premium Dining,21-Aug-2025,20-Aug-2030
Saval Consulting Pty Ltd,Skilled Refugee Pilot,20-Aug-2025,19-Aug-2030
GDR 1 Pty Ltd,Industry – Premium Dining,20-Aug-2025,19-Aug-2030
Iconic Projects for Adelaide Pty Ltd,Skilled Refugee Pilot,20-Aug-2025,19-Aug-2030
F.L JONES & G.M JONES & P.S JONES & MAX JONES PARTNERSHIP PTY. LTD.,Industry - Dairy,19-Aug-2025,18-Aug-2030
Astral Tiling Pty ltd,Skilled Refugee Pilot,19-Aug-2025,18-Aug-2030
BRISBANE FULL GOSPEL CHURCH INC.,Industry - Minister of Religion,19-Aug-2025,18-Aug-2030
BARR ENGINEERING INDUSTRIES PTY LTD,South Australia Regional DAMA,19-Aug-2025,18-Aug-2030
DAILLY FRESH PRODUCE PTY LTD,WA DAMA,19-Aug-2025,18-Aug-2030
ROVERWORTH PTY LTD,Industry – Premium Dining,19-Aug-2025,18-Aug-2030
PROCARE HOLDINGS PTY LTD,WA DAMA,19-Aug-2025,18-Aug-2030
ALPHA JOINERY PTY LTD,Northern Territory DAMA,19-Aug-2025,18-Aug-2030
Walli Asr Halal Butcher Shop Pty Ltd,Skilled Refugee Pilot,19-Aug-2025,18-Aug-2030
THE BARN PALAIS PTY. LTD.,South Australia Regional DAMA,19-Aug-2025,18-Aug-2030
THE TRUSTEE FOR NAGRA FAMILY TRUST,Industry - Horticulture,19-Aug-2025,18-Aug-2030
AVIAGEN AUSTRALIA PTY LIMITED,Company Specific,19-Aug-2025,18-Aug-2030
Compassionate Community Care Pty Ltd,Far North Queensland DAMA,19-Aug-2025,18-Aug-2030
THE BEDROCK CAFE INNISFAIL PTY LTD,Far North Queensland DAMA,18-Aug-2025,17-Aug-2030
NORTH AUSTRALIA GLOBAL SERVICES PTY LIMITED,Far North Queensland DAMA,18-Aug-2025,17-Aug-2030
Pro Tiling & Waterproofing Pty Ltd,Skilled Refugee Pilot,18-Aug-2025,17-Aug-2030
INNER BALANCE HEALTH PTY LTD,Northern Territory DAMA,18-Aug-2025,17-Aug-2030
Enfes Pty Ltd,Skilled Refugee Pilot,18-Aug-2025,17-Aug-2030
Graeme John Stringer & Elizabeth Vivian Stringer,Far North Queensland DAMA,15-Aug-2025,14-Aug-2030
Giannitto Balhannah Pty Ltd,South Australia Regional DAMA,15-Aug-2025,14-Aug-2030
AMS technology group Perth Pty Ltd,WA DAMA,15-Aug-2025,14-Aug-2030
Ausghan Building Services Pty Ltd,Skilled Refugee Pilot,15-Aug-2025,14-Aug-2030
NIRVANA AUTOMOTIVE PTY LTD,Skilled Refugee Pilot,15-Aug-2025,14-Aug-2030
TM EATERY PTY LTD,South Australia Regional DAMA,15-Aug-2025,14-Aug-2030
TEYS AUSTRALIA SOUTHERN PTY LTD,Orana DAMA,15-Aug-2025,14-Aug-2030
YENDA GROCER PTY LTD,Orana DAMA,15-Aug-2025,14-Aug-2030
GRAINERY LANE PTY LTD,Industry – Premium Dining,15-Aug-2025,14-Aug-2030
CAPA SUPPORT SERVICES PTY LTD,Far North Queensland DAMA,15-Aug-2025,14-Aug-2030
DWM Engineering Pty Ltd,Skilled Refugee Pilot,15-Aug-2025,14-Aug-2030
TENDERSPOT MEAT COMPANY PORT HEDLAND PTY LTD,Pilbara DAMA,15-Aug-2025,14-Aug-2030
EQUIPWRITE PTY LTD & G.J WEARNE & J.A WEARNE,Far North Queensland DAMA,15-Aug-2025,14-Aug-2030
Sushi Gosu Pty Ltd,Northern Territory DAMA,15-Aug-2025,14-Aug-2030
Joyful Souls Support Pty Ltd,Northern Territory DAMA,15-Aug-2025,14-Aug-2030
The Haus - Hahndorf Pty Ltd,South Australia Regional DAMA,15-Aug-2025,14-Aug-2030
Nereis Fishing Pty Ltd,Industry - Fishing,15-Aug-2025,14-Aug-2030
BLIMEY CHARLIE PTY LTD,Northern Territory DAMA,15-Aug-2025,14-Aug-2030
DV & ME SIMPSON FAMILY TRUST & D.V SIMPSON & H.G SIMPSON & K.C SIMPSON & M.E SIMPSON,WA DAMA,15-Aug-2025,14-Aug-2030
TJ MB ENTERPRISE PTY LTD,Far North Queensland DAMA,14-Aug-2025,13-Aug-2030
PARADISIS HOLDINGS PTY LTD,Northern Territory DAMA,14-Aug-2025,13-Aug-2030
TRUELINK COMMUNITY SERVICES PTY LTD,Northern Territory DAMA,14-Aug-2025,13-Aug-2030
TEXAS CONTRACTORS PTY LTD,Northern Territory DAMA,14-Aug-2025,13-Aug-2030
THE UNIVERSITY CLUB OF WESTERN AUSTRALIA PTY LTD,WA DAMA,14-Aug-2025,13-Aug-2030
DARWIN TURF CLUB INC,Northern Territory DAMA,14-Aug-2025,13-Aug-2030
Haulmark Trailers (Australia) Pty Ltd,South Australia Regional DAMA,14-Aug-2025,13-Aug-2030
A.K KEARNEY & D.G KITCHEN,East Kimberley DAMA,14-Aug-2025,13-Aug-2030
Vindha Pty Ltd,South West DAMA,14-Aug-2025,13-Aug-2030
FIELDY'S INVESTMENTS PTY LTD,WA DAMA,14-Aug-2025,13-Aug-2030
SRHOJ FARMING PTY LTD,Far North Queensland DAMA,14-Aug-2025,13-Aug-2030
WAYMARK HOTEL GROUP MANAGEMENT PTY LIMITED,Northern Territory DAMA,14-Aug-2025,13-Aug-2030
CAO VO PTY LTD,Industry - Horticulture,12-Aug-2025,11-Aug-2030
THE AUSTRALIAN SHANGA BHIKKHU BUDDHIST ASSOCIATION INC,Industry - Minister of Religion,12-Aug-2025,11-Aug-2030
AUSTRALIA CHINESE TAOISM ASSOCIATION INC.,Industry - Minister of Religion,12-Aug-2025,11-Aug-2030
THE BETHANIE GROUP INC,WA DAMA,12-Aug-2025,11-Aug-2030
Shamiat Pty Ltd,Skilled Refugee Pilot,12-Aug-2025,11-Aug-2030
BEVCO NT PTY LTD,Northern Territory DAMA,12-Aug-2025,11-Aug-2030
THE HUT CREW PTY LTD,Industry – Premium Dining,12-Aug-2025,11-Aug-2030
HURLEYS ARKABA HOTEL PTY. LTD.,Skilled Refugee Pilot,12-Aug-2025,11-Aug-2030
GV Xtreme Cleaning Pty Ltd,Goulburn Valley DAMA,12-Aug-2025,11-Aug-2030
Elite Rugs & Furniture Pty Ltd,Skilled Refugee Pilot,12-Aug-2025,11-Aug-2030
MAF INTERNATIONAL,Far North Queensland DAMA,12-Aug-2025,11-Aug-2030
Smilenergy Pty Ltd,Orana DAMA,12-Aug-2025,11-Aug-2030
STAFFING OPTIONS FOR COMMUNITY SERVICES,Skilled Refugee Pilot,12-Aug-2025,11-Aug-2030
Ember Byron Bay Pty Ltd,Industry – Premium Dining,12-Aug-2025,11-Aug-2030
ASHLEY TRENT ISHIGAMI-SIMS,South West DAMA,11-Aug-2025,10-Aug-2030
IRIS STOTT TERRACE OPERATIONS PTY LTD,Northern Territory DAMA,11-Aug-2025,10-Aug-2030
Multifert Pty Ltd,Orana DAMA,11-Aug-2025,10-Aug-2030
P.A MOCK & A.R MOCK & ROSEART INVESTMENTS PTY LTD AS TRUSTEE OF THE MOCK FAMILY TRUST,East Kimberley DAMA,11-Aug-2025,10-Aug-2030
TOONGABBIE SPORTS AND BOWLING CLUB LIMITED,Orana DAMA,11-Aug-2025,10-Aug-2030
M.A Dorhimo & D.I Schulz,South Australia Regional DAMA,11-Aug-2025,10-Aug-2030
BROOME DENTAL PTY LTD,East Kimberley DAMA,11-Aug-2025,10-Aug-2030
HUNTER MARINE SURVEYORS PTY LTD,WA DAMA,11-Aug-2025,10-Aug-2030
Alemre Ole SB Pty Ltd,Industry – Premium Dining,08-Aug-2025,07-Aug-2030
AKH Sales Pty Ltd,Industry – Premium Dining,08-Aug-2025,07-Aug-2030
Costanza Pty Ltd,Industry – Premium Dining,08-Aug-2025,07-Aug-2030
M.D CUMMINGS & S.W CUMMINGS & W.J DOUGLASS,Industry - Dairy,08-Aug-2025,07-Aug-2030
D Lee & M Lee,Great South Coast DAMA,08-Aug-2025,07-Aug-2030
OCEAN DEPTHS PTY. LTD.,Industry - Fishing,08-Aug-2025,07-Aug-2030
CHRISTADELPHIAN HERITAGE COLLEGE MELBOURNE,Skilled Refugee Pilot,08-Aug-2025,07-Aug-2030
Mighty Orchid Services Pty Ltd,Pilbara DAMA,08-Aug-2025,07-Aug-2030
A.H BLAKE & G.J MATTHEWS,Industry - Dairy,08-Aug-2025,07-Aug-2030
Arkle Farms (Operations) Pty Ltd,WA DAMA,08-Aug-2025,07-Aug-2030
JAMS MUIRHEAD PTY LTD,Northern Territory DAMA,08-Aug-2025,07-Aug-2030
MONADELPHOUS GROUP LIMITED,Goldfields DAMA,08-Aug-2025,07-Aug-2030
HAYS SPECIALIST RECRUITMENT (AUSTRALIA) PTY LIMITED,Industry - On-Hire,07-Aug-2025,06-Aug-2030
THE TRUSTEE FOR THE IFFLA FAMILY TRUST & THE TRUSTEE FOR THE IFFLA FARMING TRUST & TURUA PARK FARMS PTY LTD,WA DAMA,07-Aug-2025,06-Aug-2030
CCY (NT) PTY LTD,Northern Territory DAMA,07-Aug-2025,06-Aug-2030
G.R. & J.R. HAWKEN PTY. LTD.,Industry - Dairy,07-Aug-2025,06-Aug-2030
HAWFORD SOUND PTY LTD,WA DAMA,07-Aug-2025,06-Aug-2030
Sarbat Khalsa South Australia Inc,Industry - Minister of Religion,07-Aug-2025,06-Aug-2030
PHARMACY O2463 PTY LTD,Goldfields DAMA,07-Aug-2025,06-Aug-2030
Virk's Restaurant PTY LTD,Orana DAMA,06-Aug-2025,05-Aug-2030
PRIMESTAR NOMINEES PTY LTD,Goldfields DAMA,06-Aug-2025,05-Aug-2030
